dataset,subject,session,mu_ERD_CV_contra_mean_T1,beta_ERD_CV_contra_mean_T1,mu_onset_latency_mean_mean_T1,mu_onset_latency_SD_mean_T1,beta_onset_latency_mean_mean_T1,beta_onset_latency_SD_mean_T1,mu_ERD_CV_contra_mean_T2,beta_ERD_CV_contra_mean_T2,mu_onset_latency_mean_mean_T2,mu_onset_latency_SD_mean_T2,beta_onset_latency_mean_mean_T2,beta_onset_latency_SD_mean_T2
BNCI2014_004,1,0train,1.4468118804972914,19.061933713771452,0.651875,0.18767562812387162,0.6136458333333333,0.20145361049533742,2.5638317233652024,100.03510864526014,0.7721874999999999,0.390541496953224,0.6979166666666666,0.2745682497953839
BNCI2014_004,1,1train,1.1000604526526527,25.436444143296526,0.6389583333333332,0.21377509358880917,0.6536458333333334,0.20385406801438188,3.0199565756671354,4.300474175643402,0.7510416666666666,0.3508620047741911,0.8059375000000001,0.5210417492784448
BNCI2014_004,1,2train,3.0710869385462085,4.959751794538827,0.7349744776828112,0.39311526027325533,0.727999614197531,0.3376234973281533,1.9148614807312676,4.905740620122123,0.6848776115859451,0.23216537085691613,0.6015135327635327,0.15433790033013964
BNCI2014_004,1,3test,3.9315674064560273,5.559047565661491,0.7928537511870846,0.3368975320618454,0.6366393637226971,0.23861477980848111,3.0064219075624585,571.426877658177,0.8161769943019942,0.4020194472860769,0.618349358974359,0.19568870032050434
BNCI2014_004,1,4test,5.815431979130956,23.396253594539726,0.7638384377967711,0.3120563242042965,0.6519764957264956,0.23345524956872177,3.9803145106005675,9.475235116090683,0.7938152896486229,0.34809366513277146,0.6972251899335232,0.2565912995960728
BNCI2014_004,2,0train,4.529801504033035,3.6707212830097276,0.7898958333333334,0.3021658447346977,0.7546875000000001,0.37203424421749504,1.3225112705753383,5.142306844540189,0.7624999999999998,0.3312435263230938,0.7263541666666667,0.3046978023253661
BNCI2014_004,2,1train,5.676170411240011,4.341643530269849,0.9011622807017545,0.5415668561759076,0.6607401315789474,0.16015178249969017,4.775560773500286,2.8940973550547775,0.6853673245614035,0.26541189144905875,0.6819024122807017,0.24534713231552807
BNCI2014_004,2,2train,31.730863762502597,15.280101744625922,0.7867165242165243,0.32232670355912457,0.689568494776828,0.2592296538880701,21.959693803104233,9.894868859871584,0.7719788698955364,0.31620492420441165,0.7146388888888889,0.2471161728074299
BNCI2014_004,2,3test,8.850217510404713,829.2697575490614,0.738125,0.2679863147103177,0.6634375,0.25962279631129453,13.79581657630608,2.7523318208356176,0.775,0.3341383375368047,0.7205208333333334,0.2995361728762019
BNCI2014_004,2,4test,8.450334803483942,7.655331497473827,0.7948576685660019,0.2876422459317139,0.7258031813865147,0.28091186789965344,9.2979291478444,3.3072113120958284,0.8207932692307692,0.3674160437466631,0.6981125356125357,0.25843768293432073
BNCI2014_004,3,0train,10.428089501972057,7.602402681901547,0.7418092105263158,0.33788526460933027,0.6997916666666667,0.2689555318432448,18.266791034368584,2.9024203702950664,0.8099999999999999,0.41514844199455747,0.8760964912280702,0.5230655594198145
BNCI2014_004,3,1train,18.09530111809438,13.931789081795769,0.7704495614035088,0.3898958296765637,0.7052083333333333,0.27631942497315587,8.68151194958183,26.57971692066286,0.755953947368421,0.37175894344040233,0.7786896929824562,0.30199252747118926
BNCI2014_004,3,2train,17.820165931184338,38.947685084429914,0.7958395061728395,0.42456784876646253,0.7228127967711301,0.2715389033309392,10.607187690642354,48.864655623001,0.9261153846153847,0.5416684598145389,0.7304368471035138,0.3233340378268667
BNCI2014_004,3,3test,15.30342079334212,11.673600524005352,0.9025524691358026,0.5499699852966146,0.647477445394112,0.1837774043282764,8.38334943128047,3.985278714871109,0.8230000000000001,0.35304575380735276,0.7364567901234569,0.320810842120452
BNCI2014_004,3,4test,29.39617986100133,8.599624170618194,0.8915185185185185,0.5348788372995518,0.6946574074074073,0.30916913392023354,12.379962965493183,4.889180086143977,0.843147554605888,0.4419192873715951,0.6920940170940172,0.27167647389129573
BNCI2014_004,4,0train,2.706528054197479,4.850656499734804,0.7400000000000001,0.29947313881705284,0.6272916666666667,0.15778095932519856,5.394659858986169,7.782423894000918,0.8686226851851849,0.4681845217231282,0.69125,0.261928429753761
BNCI2014_004,4,1train,8.727076397263131,35.2841908749334,0.7044428661616161,0.2887462271142709,0.6632215497364954,0.2608151125304685,1.1339950413184183,4.956597526756013,0.6726864432367149,0.3303632971594764,0.6606242451690822,0.192332611374
BNCI2014_004,4,2train,3.386450789400019,4.450215962841639,0.7494984567901234,0.3191036543844605,0.6264749525166191,0.18069280669846388,0.9779732989278361,1.0336568981213599,0.6131914767331433,0.1477566042281054,0.6139007597340931,0.13099392020500233
BNCI2014_004,4,3test,3.2711592312524562,2.3718684829646475,0.69122150997151,0.22979943924945082,0.6132805080721747,0.15237009167644724,0.9449451868136395,1.3302428366282442,0.5888087606837606,0.13470132170566826,0.597207383665717,0.11971323833459091
BNCI2014_004,4,4test,3.2640450500171063,7.860039290176039,0.8388740503323837,0.349418443841629,0.6138057929724595,0.12652028063485893,1.9444729513742303,1.9911521017541443,0.7568024691358025,0.39001319352349895,0.6609745963912631,0.2624615458294855
BNCI2014_004,5,0train,10.144702930692558,15.431561559683695,0.883259015594542,0.5873838113362982,0.6737883771929826,0.22799612451862572,21.51713726344992,3.9322248112158764,0.7718341861598441,0.3280467921627253,0.6537390350877194,0.1699146725388296
BNCI2014_004,5,1train,9.685532855132113,16.488970297059392,0.8313017598343686,0.45958662420532387,0.6321557971014493,0.14708495512191624,4.874791716643167,47.16677246497809,0.6651543090062112,0.2520260122845304,0.6617527173913044,0.28720235335444744
BNCI2014_004,5,2train,16.600440083184058,1.325505248530771,0.7980052231718898,0.45786475379582403,0.6340515194681862,0.18540134870656777,56277.92630289381,86.92902315717966,0.6879320987654322,0.25536219893115847,0.6461574074074075,0.1731692357398501
BNCI2014_004,5,3test,5.42830346061553,7.604777819533806,0.806394675925926,0.43354448979680243,0.6363302469135803,0.1544347563422906,22.609386024419322,8.339648718897536,0.779252730294397,0.3950156816529781,0.6867716049382716,0.22397880351661437
BNCI2014_004,5,4test,11.231016909551093,2.0892004838525158,0.8347701804368471,0.3914389306366612,0.6701898148148149,0.22558972635457686,53.78398684975323,2.433993994933037,0.8352029914529915,0.46348987634585964,0.645278371320038,0.19273174491259082
BNCI2014_004,6,0train,4.302703867449832,12.912816660396771,0.7596753167641325,0.3184604433840407,0.6583333333333333,0.2075105358581033,8.400342364220725,5.249340596958657,0.7853453947368422,0.5201089264544502,0.6763541666666667,0.28054569607492175
BNCI2014_004,6,1train,7.26573311134029,2.7421878045483847,0.7243695175438596,0.23844844994987394,0.70125,0.2942446699323526,11.044634903285603,29.950757608834692,0.8079166666666667,0.5152585173235957,0.6976644736842106,0.3019217832183743
BNCI2014_004,6,2train,4.710149864024611,9.23765253596526,0.7964001661918328,0.43823646084992834,0.7151442307692307,0.3373523260260893,174.57949395237617,10.39202817592865,0.780074074074074,0.3722235118040553,0.7603840218423552,0.3758359896120074
BNCI2014_004,6,3test,4.140248850047454,5.097906747972749,0.7921689518043685,0.3840308761079354,0.7031949192782526,0.3150345485742018,7.887721562715151,33.749737589797824,0.7890889126305792,0.3445696271757792,0.7443880579297245,0.4086472243470165
BNCI2014_004,6,4test,6.821835460519765,8.384528315196997,0.828130935422602,0.39931143453150125,0.7108469848053182,0.28338887146530783,6.168610722441559,47.75741157232019,0.7218888888888889,0.2773057266298198,0.6535078347578348,0.18671792117176653
BNCI2014_004,7,0train,10.299181580360408,3.898781077876574,0.6991666666666667,0.25105601877459166,0.6691392543859648,0.21860541443057382,8.546371721232697,2.8618734191424804,0.8718695175438597,0.4287714874854583,0.6023958333333334,0.12817150684798798
BNCI2014_004,7,1train,10.142482079868548,137.87726747520387,0.7635416666666668,0.3275883834572195,0.613125,0.13191490770271622,14.08173652208531,13.539989213445713,0.6684259259259259,0.1837825767165977,0.6848793859649124,0.1877188353175835
BNCI2014_004,7,2train,16.318653413240465,31.3172720043149,0.8121052943969612,0.41294293665112053,0.6889444444444445,0.24765518058203687,14.788015792172729,6.264742207366872,0.794747150997151,0.38944609018598414,0.7350367996201328,0.23177747035499327
BNCI2014_004,7,3test,3.448848225734997,2.8626434156841025,0.7523814102564103,0.34965983255651745,0.7161147910731244,0.3439960759315603,6.47613839768308,7.063373134978789,0.7606141975308643,0.3410417588046317,0.6623872269705603,0.2161820505974067
BNCI2014_004,7,4test,9.545383701564083,4.4892289801105045,0.8043975546058878,0.3653431478224736,0.7141141975308641,0.28669312629561955,3.8610698209434506,10.843403388070605,0.7191684472934473,0.2986766374723757,0.6995400047483381,0.30473157189956407
BNCI2014_004,8,0train,5.879117066669674,10.884299641124406,0.8281296296296295,0.40147951863997694,0.7525950854700856,0.3241359418700918,4.276576201711009,8.84133025983252,0.8013888888888888,0.43482385459376044,0.7857312440645773,0.44125182067858537
BNCI2014_004,8,1train,3.641664447052539,4.96979064065403,0.7896200980392156,0.2987215749575854,0.6900000000000001,0.20144556091247293,12.883764824086988,8.140057339307662,0.7471795808966862,0.3099112806884545,0.6740679824561404,0.1817852764327427
BNCI2014_004,8,2train,2.901382459642376,5.017894531206042,0.8965555555555556,0.4979001543179768,0.7840099715099714,0.437212491872355,6.221208791519942,16.608612195363953,0.778679012345679,0.4219994121449327,0.6882145061728395,0.25543767689165975
BNCI2014_004,8,3test,4.591343792235607,4.414618060186225,0.9815064102564101,0.6017905841291005,0.7482259021842355,0.2534222164100992,2.2798217010875255,6.111096648741335,0.8404565823836657,0.4438498496989743,0.7088289411206077,0.2771597893768966
BNCI2014_004,8,4test,3.3966599253627145,14.403146640988773,0.6913461538461538,0.22544798391478013,0.6736666666666667,0.19825042273675075,3.123762939987863,5.289421682998431,0.7404989316239315,0.296335173530593,0.6650017806267806,0.2227278376873704
BNCI2014_004,9,0train,7.547088145431565,25.214074001359176,0.7079127966976264,0.3418536413344265,0.7494517543859649,0.45103132081812364,4.717240359197443,12.135595552563013,0.9080208333333332,0.550262530500974,0.6794078947368419,0.24343706870035187
BNCI2014_004,9,1train,6.017920262907418,14.029793320871901,0.6730360623781676,0.23546040906853727,0.7082291666666668,0.27052140249585116,7.368499139694358,15.798229146614233,0.9674571078431372,0.5553487727179957,0.6536019736842105,0.17832500929801673
BNCI2014_004,9,2train,7.535439528252251,2.3631752813445206,0.7561698717948718,0.2519576566629664,0.6550866571699906,0.16004830765711106,3.289571889730139,1.4333430695586256,0.6895773979107312,0.24010287075862732,0.6276175213675214,0.1394441406630854
BNCI2014_004,9,3test,2.9012981421643906,2.245207674215458,0.7919293684710351,0.3459858602584915,0.6706612060778728,0.22504589060262026,4.1713788726016725,1.9102883159747286,0.6661923076923078,0.2295700000647607,0.6420524691358024,0.17109961625151301
BNCI2014_004,9,4test,2.52251321712948,2.8417249185034517,0.7148059116809117,0.27919259936539403,0.6790954415954417,0.28489457111646077,1.4894426694463467,1.9711582027455377,0.7151234567901236,0.2941715991880849,0.67985814339981,0.26458096134298675
Cho2017,1,0,4.546488507429871,766.3504538691078,0.6837468374446553,0.42202723296231454,0.6342965500594177,0.2428032984979233,27.420614648496187,7.352784846633985,0.6437410815608815,0.343121319263712,0.7322978173276886,0.4045807873359548
Cho2017,2,0,9.321842238008594,8.325736252978684,0.7006357230392157,0.3031883239874291,0.7101510239970866,0.39337022835193297,7.427077500407435,10.163005032538921,0.7093512097073678,0.3556801288415445,0.6997084818775995,0.28924810209318164
Cho2017,3,0,5.529112641984895,1.3564025174021441,0.6958333333333333,0.3498956002557468,0.6363209298871064,0.18941639828263734,30.827354217535447,2.680193199005521,0.7534796494355317,0.39049118224211227,0.6314539002153893,0.187517174575445
Cho2017,4,0,2.762913580881108,8.624981499066175,0.695144459298871,0.48334495843575515,0.7027641999034463,0.4155571134995301,9.610287564402872,8.02717812489036,0.7075813279857398,0.4291652460694524,0.6489490493166964,0.3227987759721218
Cho2017,5,0,0.7294425870954062,1.2377068534985096,0.6058359328579916,0.21543799958189977,0.6375928401663695,0.1531552015542317,0.6907186647996354,0.9059209650234709,0.6298573975044564,0.22331232082122462,0.6181743909685087,0.180927512260189
Cho2017,6,0,3.257890210077685,1.9362865587524591,0.7391454871293579,0.2782763857539113,0.7181104473039216,0.3167440999399374,4.883626460616623,10.77694923601753,0.7590145480540702,0.27673646143444053,0.6855800653594771,0.2878782994796875
Cho2017,7,0,2.4401092067783305,10.441925447252837,0.7390955353126406,0.40833177079482136,0.6642132675438597,0.2335042036358712,5.133592249656533,4.182457026054284,0.709105235042735,0.31476307540262105,0.6563200770355376,0.24813826570195038
Cho2017,8,0,4.759530649537236,22.500321298766053,0.8991161616161616,0.5041234713817219,0.680206360479798,0.28181451378915606,28.924738299956022,14.13523362290129,0.808953505644682,0.46599722270111,0.7093304367201426,0.30207563306056084
Cho2017,9,0,2.0540564430339447,7.682916387907029,0.6692815170940172,0.24694965092405066,0.6479046474358974,0.18402177065780867,2.0454513606023332,9.99822054045646,0.7847529380341881,0.376865914458566,0.6675427350427349,0.249475646272585
Cho2017,10,0,6.895071499514697,4.202472712474576,0.6636336944815805,0.3383833426925549,0.6245692216280451,0.18806072163942397,5.207697218298297,3.131796549313522,0.714737331959299,0.34459782857895876,0.6554070112893643,0.23572070225845762
Cho2017,11,0,3.8306670565651406,15.945882144979699,0.755154366243076,0.4258392103612431,0.7268085264408793,0.3523324731426869,23.757473589548066,8.51288656319744,0.7005329886567285,0.2895863812800295,0.7169321895424837,0.36667018467333623
Cho2017,12,0,16.91233331002145,71.57156990771257,0.7505966927337896,0.4825041636016873,0.6904671717171716,0.282357342946098,97.53509943011666,2.855082053914082,0.6822687815656564,0.3451466255895796,0.6333659434417708,0.2027492115341347
Cho2017,13,0,44.10009418217134,7.216991365297168,0.6525410353535354,0.24232192223546326,0.6568497474747474,0.2573401677820674,2.9664457842357184,7.988140108262278,0.6032256155303031,0.18137609694015225,0.621710208704694,0.20969286115331054
Cho2017,14,0,0.6557316532401444,1.7372728533003352,0.5997920380273322,0.1532228572828346,0.6040404040404042,0.15182346510423797,0.9968653252154098,1.1792629342205248,0.6832504734848485,0.3140692340843792,0.6221405228758169,0.19030180559443974
Cho2017,15,0,16.29816733019238,5.606721605470689,0.721511103983382,0.33779893932396754,0.643972816399287,0.224839964000491,3.5653326153822102,4.905914886755373,0.7291722370766488,0.3741995883774698,0.6853209252450979,0.28763706832087843
Cho2017,16,0,93.61927892325765,12.311803006718874,0.8185900828134285,0.48325540380037574,0.6690210932857991,0.2208814316902692,12.077903376450694,20.67095155283282,0.8388524865591398,0.43693728785479413,0.6368060197563875,0.1756396685367293
Cho2017,17,0,5.519937970476289,11.165656939816254,0.7786468777852048,0.34809317532282064,0.6659722222222223,0.21305375169401022,14.02056411247142,5.247799982360154,0.8174242424242425,0.47961364554520675,0.6608845811051695,0.18975174267664366
Cho2017,18,0,13.302488844249458,11.45974638431244,0.7884232954545455,0.4250220352352942,0.6469026124623848,0.24538474703125698,4.8074916976782704,3.469356619757891,0.6214271622474747,0.1676806108103267,0.6273210041592394,0.17751685956547555
Cho2017,19,0,1.8648586359801156,3.119957966558873,0.7244949494949496,0.34108928442240244,0.6735962566844919,0.2711736902092731,3.0469330006524564,1.7382124553497054,0.7937500000000001,0.39205519549029993,0.6433787553847297,0.23133499040877678
Cho2017,20,0,35.050366958270146,2.5835046147823535,0.8082966764418377,0.470067269181857,0.6546775196821153,0.20986038369167512,6.318491300702104,2.228574924215367,0.7166882520053477,0.3729785506459075,0.6681117238562092,0.31541044339486185
Cho2017,21,0,1.8878974056473474,3.351120622340161,0.9191822196620584,0.6385215304786566,0.6779969966206179,0.28815146649972717,2.732457530240767,1.269044341617063,0.9473664648755026,0.6123197263458862,0.6229055258467023,0.14515436545079374
Cho2017,22,0,4.208750199898407,7.396979843936983,0.7848484848484848,0.4440881902193848,0.6988164039289959,0.27318884724208486,9.652089240521468,7.429152378262269,0.7535807291666666,0.35721115117433766,0.6321729473039216,0.25190479897795104
Cho2017,23,0,6.273872185368719,4.25908684436646,0.6606455176767677,0.33940217658945754,0.6432226678550208,0.20148650988387365,4.217719403676237,1.9999428846274618,0.5799364276960784,0.18500133308823083,0.6923779383912656,0.27232511944652554
Cho2017,24,0,1.9778205035194905,2.1401462536989038,0.7756194760101011,0.41271063242436634,0.6897979797979797,0.29205763336212126,2.2266402448138054,3.24488858240036,0.8504024621212122,0.52984540961354,0.7061396362522281,0.258286794138993
Cho2017,25,0,13.931472959753618,102.16352897302909,0.7307323232323233,0.3373483625900428,0.6717171717171718,0.37666709047177466,9.555460762398823,5.79346109129204,0.7450973316837732,0.41726905430701505,0.667669340463458,0.2244270073907473
Cho2017,26,0,1.3424573538176228,3.266449651475185,0.7537061794414736,0.39319648695785964,0.6614973262032086,0.19480907641669365,1.440227188848845,2.867514309464364,0.7770420044850784,0.49082521737301904,0.686224144013666,0.2978360299870126
Cho2017,27,0,26.559159935644548,5.614326158832163,0.8246192392676767,0.3879443790357744,0.7174948009506833,0.2826181476969571,6.569435295242346,11.980775872273655,0.7835887096774193,0.36826036365930287,0.72384634488265,0.34460168473603225
Cho2017,28,0,2.5158437072889224,1.6985592647988994,0.8683839776440879,0.41513408977597116,0.7389613042186571,0.3455659876211398,10.203971042288197,1.4020658701294983,0.8566485164141414,0.4628973140512305,0.7036931818181819,0.31387225072398944
Cho2017,29,0,12.02088835244023,1.316655723358842,0.8448232323232322,0.4568478999162191,0.6817363664215685,0.25304467745328224,12.185783921450158,2.467846482369407,0.8204810049019607,0.4474965283684769,0.7051544860368391,0.2868646221587197
Cho2017,30,0,4.307724947006837,4.656012957202435,0.677840909090909,0.2550698067440884,0.59987188057041,0.1301025431681153,2.863041826587559,3.9999094224502856,0.7405781157159833,0.3595701227577644,0.6574868631164587,0.29750368995120074
Cho2017,31,0,5.665610425605976,6.4393923894597735,0.7298756173871063,0.3148341497133846,0.6752525252525253,0.23670273485312507,17.673667616834894,5.4168925004076245,0.7163806029040404,0.2618548709227193,0.8034310730646123,0.43251686620117447
Cho2017,32,0,1.6884893104946384,6.6861154667120735,0.9217300907258065,0.5575143988259569,0.6383812852792632,0.1896852752180425,3.3964210204513585,13.952559978141446,0.8202575673307041,0.45724692545067674,0.6600378787878788,0.2420806455110427
Cho2017,33,0,1.4305024368938704,4.300598666475739,0.7599747474747475,0.455836979290916,0.6322285353535354,0.2402101377956193,2.6372798498270558,7.506032183444091,0.6923573975044564,0.36192090342563804,0.7251912507427213,0.33368656297498656
Cho2017,34,0,3.015189678273801,18.941269352392137,0.743768568033274,0.3818796326904898,0.7778130570409982,0.43349256469647335,3.5170408464849636,3.092583483014325,0.8648240214646465,0.508842575985827,0.6849803178847296,0.33163080463685174
Cho2017,35,0,3.6752556527525058,3.518908625642677,0.8057981978226286,0.4053589743560037,0.6312944472296494,0.14927929786326702,33.55872642570456,8.208626363564287,0.8784848230286739,0.4576470049439854,0.652920751633987,0.24480981411855596
Cho2017,36,0,8.234148551961612,5.039484220587454,0.7770981877599524,0.3910699307547613,0.7320845170454545,0.378189466614606,4.017411645992983,14.031183071875413,0.7772503258390356,0.41904129419585967,0.6498480902777778,0.17215470247155693
Cho2017,37,0,5.140823586992209,5.552978397223751,0.8294982221108139,0.4802505582423204,0.6922920612373739,0.22875481277817866,10.412303401284115,11.309186566329345,0.8144597398618538,0.3981989952888996,0.6567887050653595,0.26385269587788734
Cho2017,38,0,13.961599428393255,14.121096890986925,0.7553921568627451,0.34440574407780405,0.7095387468434343,0.2748722591165758,3.4507839379842244,13.636543515239886,0.7446005544354839,0.3577828313551854,0.6566529263220441,0.19488320206190787
Cho2017,39,0,1.1354077186509712,6.267243556368929,0.6327237654320989,0.3657909326646019,0.6129596748737374,0.2406304907708315,1.5582176524697635,14.01475220472885,0.5780642361111111,0.24448995730172599,0.624090514520202,0.2767107833084068
Cho2017,40,0,9.589178666472641,2.2393000480860312,0.6381428320503421,0.304834911338939,0.6258819815805109,0.15908329462683643,9.062917767584617,1.3903278299244235,0.6122474747474747,0.2841565201355297,0.6022845643939394,0.1555659296388845
Cho2017,41,0,7.4185139615875455,24.68839007058607,0.7670552027629233,0.4502436461630745,0.6332660242127154,0.18713732273377812,9.35942067810945,4.862331173727946,0.7601463857323232,0.4272855205530673,0.6414249041350412,0.2665725814871516
Cho2017,42,0,10.700044346087495,6.209320436847006,0.7897865372474747,0.3349573227132397,0.6767305107526882,0.29229843514619147,19.824432718295768,7.400335972084826,0.7970012626262627,0.4045446801862238,0.6711534447295536,0.24484758926073003
Cho2017,43,0,3.1992300214674465,2.717920213577187,0.85901512830511,0.4401516338346427,0.7378193701723114,0.3344467671733958,23.883565898429527,7.043117049627221,0.7641402536393346,0.3524605136884517,0.7201446913992869,0.24345746661047496
Cho2017,44,0,1.8561998644805957,2.09427315582577,0.6773358585858587,0.3514013455521005,0.65616458704694,0.18388817231599916,1.7380945356451345,2.0688474583256684,0.7016650883838383,0.2618201404508303,0.6558674985145574,0.21862907548827662
Cho2017,45,0,8.037865157278661,3.1537978786632554,0.65933229352347,0.28252809461244704,0.6438409833630422,0.18928905026693824,2.568167409343785,3.7092930567139137,0.6366038602941176,0.2781581490865576,0.6525215389185978,0.21798773177735295
Cho2017,46,0,3.357578709644141,18.826272201374014,0.5820997807017544,0.23162173236602157,0.6367080662393162,0.2714759494405343,5.022227167160822,4.771934180820061,0.6014752993124702,0.36425248275119576,0.6322878046315547,0.23466795381531358
Cho2017,47,0,24.79188564003006,208.38066333289976,0.7171835542929292,0.44126326757345335,0.6955529560308972,0.3715860368521786,1.927488708306725,17.52639299691839,0.6333500445632799,0.3360011527443587,0.6715853386809271,0.2732738287807374
Cho2017,48,0,3.3827696388012325,10.52796341430349,0.7278109761407175,0.38480986076546403,0.6884937379307784,0.2979908757844829,1.9493493259141033,147.02321532359312,0.6506846438172044,0.3498226241791325,0.6707553475935829,0.31254194474957697
Cho2017,49,0,3.9319697109310354,6.806612935864709,0.7787519406589616,0.41894005059643585,0.6669823232323232,0.2504810250540939,2.5541441636971567,3.1782698108713974,0.7292706476530005,0.36415278181066224,0.6978101325757575,0.35275351810197897
Cho2017,50,0,0.9060851387736936,2.8346032078179113,0.6642695335710042,0.29120335569832184,0.6494188205585264,0.25011299019928673,2.588309711023683,5.422926332977902,0.7198102346999405,0.35200467156872856,0.6878565062388592,0.24411220236833997
Cho2017,51,0,2.645415332663293,1.387960583780605,0.7995509089052288,0.4268352679488075,0.7095683396464647,0.3736694864654537,3.061782926806238,1.4015218587874412,0.7680792297979798,0.48439549533948156,0.7275912850935828,0.3891043196223189
Cho2017,52,0,6.904542031523885,5.622111497669562,0.7819720643939393,0.4239800376871948,0.6346646613190731,0.174546842945303,21.933082291497357,10.807265453608826,0.7700007891414141,0.37626392672236314,0.662326388888889,0.20828718094077212
Liu2024,1,0,2.3722815573963416,3.8782553544691623,0.9959821428571428,0.6586816451101167,0.7948412698412698,0.3985653016877672,2.942988776145516,3.522463418514788,0.9259424603174603,0.45075876802570164,0.7468749999999998,0.23865034186114328
Liu2024,2,0,6.901398293806843,3.024092063304966,0.8408234126984127,0.2285971763861534,0.6827380952380953,0.21359521657956562,7.975680506462131,12.52070614983746,0.8148313492063491,0.23941675145548455,0.6179563492063492,0.13338906999226763
Liu2024,3,0,96.8554512464113,4.4125289002369055,0.7661210317460317,0.2957966102256316,0.615625,0.17299226241892443,7.863561141774256,3.006786430109468,0.8851190476190475,0.4026402911045386,0.7912698412698412,0.3321569129816519
Liu2024,4,0,7.484373506125217,4.691841780661316,1.15843253968254,0.5194144755411697,0.6375992063492063,0.21450923572607014,15.293282696578041,10.331962062442448,0.7739285714285714,0.31222105424597885,0.7167162698412698,0.2537469314468344
Liu2024,5,0,7.484373506125217,4.691841780661316,1.15843253968254,0.5194144755411697,0.6375992063492063,0.21450923572607014,15.293282696578041,10.331962062442448,0.7739285714285714,0.31222105424597885,0.7167162698412698,0.2537469314468344
