dataset,subject,session,LI_mu_early_T1,LI_mu_mid_T1,LI_mu_late_T1,ΔLI_mu_T1,LI_beta_early_T1,LI_beta_mid_T1,LI_beta_late_T1,ΔLI_beta_T1,mu_ERD_slope_contra_T1,mu_ERD_slope_bilateral_T1,mu_ERD_selectivity_T1,beta_ERD_slope_contra_T1,beta_ERD_slope_bilateral_T1,beta_ERD_selectivity_T1,LI_mu_early_T2,LI_mu_mid_T2,LI_mu_late_T2,ΔLI_mu_T2,LI_beta_early_T2,LI_beta_mid_T2,LI_beta_late_T2,ΔLI_beta_T2,mu_ERD_slope_contra_T2,mu_ERD_slope_bilateral_T2,mu_ERD_selectivity_T2,beta_ERD_slope_contra_T2,beta_ERD_slope_bilateral_T2,beta_ERD_selectivity_T2,μ_responder,β_responder,mu_ERD_CV_contra_mean_T1,beta_ERD_CV_contra_mean_T1,mu_onset_latency_mean_mean_T1,mu_onset_latency_SD_mean_T1,beta_onset_latency_mean_mean_T1,beta_onset_latency_SD_mean_T1,mu_ERD_CV_contra_mean_T2,beta_ERD_CV_contra_mean_T2,mu_onset_latency_mean_mean_T2,mu_onset_latency_SD_mean_T2,beta_onset_latency_mean_mean_T2,beta_onset_latency_SD_mean_T2
BNCI2014_004,1,0train,0.4085581117310793,0.6079007670031862,0.8822676964677149,0.4737095847366355,-0.1406984375298896,-0.8925586468490698,-0.672595840624252,-0.5318974030943624,-0.0226560541519713,-0.3253711022824638,0.3027150481304924,-0.1275977233429598,0.1567817084207425,-0.2843794317637024,0.2588356867864095,0.2446713451102836,0.4846026476194262,0.2257669608330167,-0.9852347595864404,-0.143321197587514,-0.0429415097387069,0.9422932498477334,0.3680476512004424,0.1696701441664496,0.1983775070339928,0.5698947568346915,0.2899936442504768,0.2799011125842146,True,True,1.4468118804972914,19.061933713771452,0.651875,0.18767562812387162,0.6136458333333333,0.20145361049533742,2.5638317233652024,100.03510864526014,0.7721874999999999,0.390541496953224,0.6979166666666666,0.2745682497953839
BNCI2014_004,1,1train,0.4351634387548928,0.2705692795027314,0.5256814428512949,0.0905180040964021,0.0941881463918072,-0.1772646271677972,-0.8815572543259411,-0.9757454007177484,-1.416212156500317,-1.0457491065711308,-0.3704630499291861,-0.4638031653252909,-0.2417326483913519,-0.2220705169339389,0.7750166835974851,0.1667322756459842,-0.30047132905604,-1.0754880126535251,0.380269184622819,-0.3753672108015276,0.411046384623435,0.030777200000616,-0.053341596436609,0.2943901993973874,-0.3477317958339965,-0.5036683791833274,-0.3678287441920189,-0.1358396349913084,True,True,1.1000604526526527,25.436444143296526,0.6389583333333332,0.21377509358880917,0.6536458333333334,0.20385406801438188,3.0199565756671354,4.300474175643402,0.7510416666666666,0.3508620047741911,0.8059375000000001,0.5210417492784448
BNCI2014_004,1,2train,0.6270854528828709,0.1767351028533587,0.2526681629046224,-0.3744172899782484,0.203316513849926,0.266802911123299,-0.4154918793594407,-0.6188083932093668,-0.3781259556088935,-0.1670553821858377,-0.2110705734230557,-0.2547648640294323,-0.0286261513628989,-0.2261387126665334,0.1069189686843518,0.2423279306922435,0.5382187641693863,0.4312997954850345,0.1059781582527771,-0.1114541530825902,-0.2063296163954076,-0.3123077746481847,-0.2660130057900769,-0.3968051719280314,0.1307921661379545,-0.4575549931477418,-0.3783969642780161,-0.0791580288697256,True,False,3.0710869385462085,4.959751794538827,0.7349744776828112,0.39311526027325533,0.727999614197531,0.3376234973281533,1.9148614807312676,4.905740620122123,0.6848776115859451,0.23216537085691613,0.6015135327635327,0.15433790033013964
BNCI2014_004,1,3test,0.0911093428737743,0.9880059146354564,0.4001206871260652,0.3090113442522908,0.4098934553434167,0.8080318345878917,0.0694393399240707,-0.340454115419346,-0.1736932669986349,-0.2696637520328145,0.0959704850341796,0.1291108323032941,0.1519613491387893,-0.0228505168354951,0.2963836170848063,0.5903175254290187,0.6992966010087764,0.40291298392397,-0.987894919509166,-0.7098075681383617,0.9011097824567722,1.8890047019659384,-0.2373788882029471,-0.2722204949751331,0.0348416067721859,0.6549087233417403,0.2784880314652097,0.3764206918765306,True,True,3.9315674064560273,5.559047565661491,0.7928537511870846,0.3368975320618454,0.6366393637226971,0.23861477980848111,3.0064219075624585,571.426877658177,0.8161769943019942,0.4020194472860769,0.618349358974359,0.19568870032050434
BNCI2014_004,1,4test,-0.2245201696855517,0.401907431589428,0.8942630463526174,1.1187832160381692,-0.8316723340357349,-0.7739138025800314,0.6129117604756962,1.444584094511431,0.4947657884815541,0.0974468652300838,0.3973189232514703,0.0871291977599544,-0.2483565311966927,0.3354857289566472,0.1371649888067617,-0.1827947297481276,0.8406173967145495,0.7034524079077877,0.2438039094920414,-0.2143642018836118,-0.0938704742368607,-0.3376743837289022,0.2057209231843564,-0.0347619421093182,0.2404828652936746,0.0274203468346655,0.0932089325847397,-0.0657885857500742,True,True,5.815431979130956,23.396253594539726,0.7638384377967711,0.3120563242042965,0.6519764957264956,0.23345524956872177,3.9803145106005675,9.475235116090683,0.7938152896486229,0.34809366513277146,0.6972251899335232,0.2565912995960728
BNCI2014_004,2,0train,-0.3336375784931727,-0.16032376694213,0.1874134360726194,0.5210510145657922,0.9951199268108198,-0.349711545647393,0.6145851305214662,-0.3805347962893536,0.4724427733033209,0.1721503065657184,0.3002924667376025,-0.452939480787732,-0.2006360904130383,-0.2523033903746937,0.3478242258667322,0.7294874814486252,0.4409529381657457,0.0931287122990134,0.1826409210835421,0.6579329137739951,-0.7071334943206704,-0.8897744154042126,0.4047654958191586,0.2278875845409989,0.1768779112781597,-0.3842817208073558,-0.0326341392530293,-0.3516475815543264,True,False,4.529801504033035,3.6707212830097276,0.7898958333333334,0.3021658447346977,0.7546875000000001,0.37203424421749504,1.3225112705753383,5.142306844540189,0.7624999999999998,0.3312435263230938,0.7263541666666667,0.3046978023253661
BNCI2014_004,2,1train,-0.1559626911112807,0.551362604239879,-0.5483562335374011,-0.3923935424261203,-0.0372211678654108,-0.3998409562166385,-0.3574789046907786,-0.3202577368253677,-0.3200830821328056,-0.1936239754242894,-0.1264591067085161,-0.0952876139302975,-0.0040266026874664,-0.091261011242831,0.5738280692385656,0.4675381041573771,-0.0475993201228968,-0.6214273893614624,-0.2945512866871032,-0.1775801792888386,-0.1192206320605923,0.1753306546265108,-1.2433354758398505,-0.7217647626826904,-0.5215707131571601,0.1936225468935702,0.1161141800853415,0.0775083668082286,False,True,5.676170411240011,4.341643530269849,0.9011622807017545,0.5415668561759076,0.6607401315789474,0.16015178249969017,4.775560773500286,2.8940973550547775,0.6853673245614035,0.26541189144905875,0.6819024122807017,0.24534713231552807
BNCI2014_004,2,2train,0.2324603246400565,0.3791624732060994,-0.8768057350011235,-1.10926605964118,0.9200259609874856,-0.3598096316060877,0.4295240449818279,-0.4905019160056577,-0.8065826560735954,-0.4981259355461814,-0.3084567205274139,0.0401920562503444,0.0676053683268969,-0.0274133120765524,-0.3461816529088514,-0.6114447751549932,0.2957845333197424,0.6419661862285938,-0.0043385432522669,-0.5577369407286472,-0.4557990458815921,-0.4514605026293251,0.0571677099242714,-0.1258530713051047,0.1830207812293762,-0.0575087800102865,0.1988280287426876,-0.2563368087529741,True,False,31.730863762502597,15.280101744625922,0.7867165242165243,0.32232670355912457,0.689568494776828,0.2592296538880701,21.959693803104233,9.894868859871584,0.7719788698955364,0.31620492420441165,0.7146388888888889,0.2471161728074299
BNCI2014_004,2,3test,0.3225245004326402,-0.5018644855362193,0.209997975538746,-0.1125265248938941,-0.9874429531661272,0.8551642462249781,0.0612256406473576,1.0486685938134848,0.301174997403772,0.295858819077087,0.005316178326685,0.0536359184039417,0.0211576287155855,0.0324782896883562,-0.8257013850048448,-0.4970888365587046,-0.2609161553068775,0.5647852296979672,0.0516819560757102,-0.1064866675175184,-0.0916441250294434,-0.1433260811051536,0.6340272138074898,0.4468356983627972,0.1871915154446926,0.2654337020938186,0.3411466994022692,-0.0757129973084506,True,True,8.850217510404713,829.2697575490614,0.738125,0.2679863147103177,0.6634375,0.25962279631129453,13.79581657630608,2.7523318208356176,0.775,0.3341383375368047,0.7205208333333334,0.2995361728762019
BNCI2014_004,2,4test,0.7593334119222268,0.5267248730034247,-0.5445536123718627,-1.3038870242940894,-0.2313166337808672,-0.4500102829818284,-0.2285829401541428,0.0027336936267244,-0.0311073371657213,0.2718698118816511,-0.3029771490473724,-0.1171580323278416,-0.1534729653037215,0.0363149329758799,-0.3785477315502895,0.0621111456537456,0.0384874826083113,0.4170352141586009,0.4147558273151334,0.4251789857216525,-0.2286604100456819,-0.6434162373608154,0.0017440093645517,-0.1207021565501013,0.1224461659146531,-0.2808831268608366,-0.0887259808711978,-0.1921571459896388,True,True,8.450334803483942,7.655331497473827,0.7948576685660019,0.2876422459317139,0.7258031813865147,0.28091186789965344,9.2979291478444,3.3072113120958284,0.8207932692307692,0.3674160437466631,0.6981125356125357,0.25843768293432073
